constant_id,file_path,line_number,name,value,kind,category,reason,citation,verification_method,verification_outcome,verification_source,confidence,escalation_flag,notes
F1_00922,brain/functions/f1/mechanisms/mpg/__init__.py,97,_PITCH_SAL,39,module-assign,C,"Structural R³/H³ feature index alias '_PITCH_SAL'=39 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00923,brain/functions/f1/mechanisms/mpg/__init__.py,98,_BEAT_STR,42,module-assign,C,"Structural R³/H³ feature index alias '_BEAT_STR'=42 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00924,brain/functions/f1/mechanisms/mpg/__init__.py,170,OUTPUT_DIM,10,class-attr,C,Class attribute OUTPUT_DIM=10 — structural cardinality of mechanism output dimension; topology/dim assignment.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG
F1_00925,brain/functions/f1/mechanisms/mpg/__init__.py,107,_h3.arg2,0,spec-numeric-posarg2,C,H3DemandSpec horizon index=0 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00926,brain/functions/f1/mechanisms/mpg/__init__.py,107,_h3.arg3,0,spec-numeric-posarg3,C,H3DemandSpec morph index=0 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00927,brain/functions/f1/mechanisms/mpg/__init__.py,107,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00928,brain/functions/f1/mechanisms/mpg/__init__.py,109,_h3.arg2,1,spec-numeric-posarg2,C,H3DemandSpec horizon index=1 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00929,brain/functions/f1/mechanisms/mpg/__init__.py,109,_h3.arg3,1,spec-numeric-posarg3,C,H3DemandSpec morph index=1 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00930,brain/functions/f1/mechanisms/mpg/__init__.py,109,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00931,brain/functions/f1/mechanisms/mpg/__init__.py,111,_h3.arg2,3,spec-numeric-posarg2,C,H3DemandSpec horizon index=3 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00932,brain/functions/f1/mechanisms/mpg/__init__.py,111,_h3.arg3,0,spec-numeric-posarg3,C,H3DemandSpec morph index=0 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00933,brain/functions/f1/mechanisms/mpg/__init__.py,111,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00934,brain/functions/f1/mechanisms/mpg/__init__.py,113,_h3.arg2,0,spec-numeric-posarg2,C,H3DemandSpec horizon index=0 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00935,brain/functions/f1/mechanisms/mpg/__init__.py,113,_h3.arg3,0,spec-numeric-posarg3,C,H3DemandSpec morph index=0 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00936,brain/functions/f1/mechanisms/mpg/__init__.py,113,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00937,brain/functions/f1/mechanisms/mpg/__init__.py,115,_h3.arg2,3,spec-numeric-posarg2,C,H3DemandSpec horizon index=3 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00938,brain/functions/f1/mechanisms/mpg/__init__.py,115,_h3.arg3,1,spec-numeric-posarg3,C,H3DemandSpec morph index=1 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00939,brain/functions/f1/mechanisms/mpg/__init__.py,115,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00940,brain/functions/f1/mechanisms/mpg/__init__.py,117,_h3.arg2,16,spec-numeric-posarg2,C,H3DemandSpec horizon index=16 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00941,brain/functions/f1/mechanisms/mpg/__init__.py,117,_h3.arg3,14,spec-numeric-posarg3,C,H3DemandSpec morph index=14 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00942,brain/functions/f1/mechanisms/mpg/__init__.py,117,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00943,brain/functions/f1/mechanisms/mpg/__init__.py,120,_h3.arg2,3,spec-numeric-posarg2,C,H3DemandSpec horizon index=3 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00944,brain/functions/f1/mechanisms/mpg/__init__.py,120,_h3.arg3,0,spec-numeric-posarg3,C,H3DemandSpec morph index=0 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00945,brain/functions/f1/mechanisms/mpg/__init__.py,120,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00946,brain/functions/f1/mechanisms/mpg/__init__.py,122,_h3.arg2,3,spec-numeric-posarg2,C,H3DemandSpec horizon index=3 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00947,brain/functions/f1/mechanisms/mpg/__init__.py,122,_h3.arg3,2,spec-numeric-posarg3,C,H3DemandSpec morph index=2 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00948,brain/functions/f1/mechanisms/mpg/__init__.py,122,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00949,brain/functions/f1/mechanisms/mpg/__init__.py,124,_h3.arg2,3,spec-numeric-posarg2,C,H3DemandSpec horizon index=3 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00950,brain/functions/f1/mechanisms/mpg/__init__.py,124,_h3.arg3,0,spec-numeric-posarg3,C,H3DemandSpec morph index=0 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00951,brain/functions/f1/mechanisms/mpg/__init__.py,124,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00952,brain/functions/f1/mechanisms/mpg/__init__.py,126,_h3.arg2,16,spec-numeric-posarg2,C,H3DemandSpec horizon index=16 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00953,brain/functions/f1/mechanisms/mpg/__init__.py,126,_h3.arg3,1,spec-numeric-posarg3,C,H3DemandSpec morph index=1 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00954,brain/functions/f1/mechanisms/mpg/__init__.py,126,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00955,brain/functions/f1/mechanisms/mpg/__init__.py,128,_h3.arg2,4,spec-numeric-posarg2,C,H3DemandSpec horizon index=4 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00956,brain/functions/f1/mechanisms/mpg/__init__.py,128,_h3.arg3,0,spec-numeric-posarg3,C,H3DemandSpec morph index=0 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00957,brain/functions/f1/mechanisms/mpg/__init__.py,128,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00958,brain/functions/f1/mechanisms/mpg/__init__.py,131,_h3.arg2,3,spec-numeric-posarg2,C,H3DemandSpec horizon index=3 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00959,brain/functions/f1/mechanisms/mpg/__init__.py,131,_h3.arg3,0,spec-numeric-posarg3,C,H3DemandSpec morph index=0 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00960,brain/functions/f1/mechanisms/mpg/__init__.py,131,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00961,brain/functions/f1/mechanisms/mpg/__init__.py,133,_h3.arg2,3,spec-numeric-posarg2,C,H3DemandSpec horizon index=3 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00962,brain/functions/f1/mechanisms/mpg/__init__.py,133,_h3.arg3,14,spec-numeric-posarg3,C,H3DemandSpec morph index=14 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00963,brain/functions/f1/mechanisms/mpg/__init__.py,133,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00964,brain/functions/f1/mechanisms/mpg/__init__.py,137,_h3.arg2,4,spec-numeric-posarg2,C,H3DemandSpec horizon index=4 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00965,brain/functions/f1/mechanisms/mpg/__init__.py,137,_h3.arg3,8,spec-numeric-posarg3,C,H3DemandSpec morph index=8 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00966,brain/functions/f1/mechanisms/mpg/__init__.py,137,_h3.arg4,0,spec-numeric-posarg4,C,H3DemandSpec law index=0 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00967,brain/functions/f1/mechanisms/mpg/__init__.py,139,_h3.arg2,4,spec-numeric-posarg2,C,H3DemandSpec horizon index=4 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00968,brain/functions/f1/mechanisms/mpg/__init__.py,139,_h3.arg3,18,spec-numeric-posarg3,C,H3DemandSpec morph index=18 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00969,brain/functions/f1/mechanisms/mpg/__init__.py,139,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00970,brain/functions/f1/mechanisms/mpg/__init__.py,141,_h3.arg2,3,spec-numeric-posarg2,C,H3DemandSpec horizon index=3 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00971,brain/functions/f1/mechanisms/mpg/__init__.py,141,_h3.arg3,8,spec-numeric-posarg3,C,H3DemandSpec morph index=8 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00972,brain/functions/f1/mechanisms/mpg/__init__.py,141,_h3.arg4,0,spec-numeric-posarg4,C,H3DemandSpec law index=0 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_00973,brain/functions/f1/mechanisms/mpg/__init__.py,174,LayerSpec.arg2,0,spec-numeric-posarg2,C,H3DemandSpec horizon index=0 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG
F1_00974,brain/functions/f1/mechanisms/mpg/__init__.py,174,LayerSpec.arg3,4,spec-numeric-posarg3,C,H3DemandSpec morph index=4 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG
F1_00975,brain/functions/f1/mechanisms/mpg/__init__.py,180,LayerSpec.arg2,4,spec-numeric-posarg2,C,H3DemandSpec horizon index=4 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG
F1_00976,brain/functions/f1/mechanisms/mpg/__init__.py,180,LayerSpec.arg3,7,spec-numeric-posarg3,C,H3DemandSpec morph index=7 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG
F1_00977,brain/functions/f1/mechanisms/mpg/__init__.py,186,LayerSpec.arg2,7,spec-numeric-posarg2,C,H3DemandSpec horizon index=7 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG
F1_00978,brain/functions/f1/mechanisms/mpg/__init__.py,186,LayerSpec.arg3,9,spec-numeric-posarg3,C,H3DemandSpec morph index=9 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG
F1_00979,brain/functions/f1/mechanisms/mpg/__init__.py,191,LayerSpec.arg2,9,spec-numeric-posarg2,C,H3DemandSpec horizon index=9 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG
F1_00980,brain/functions/f1/mechanisms/mpg/__init__.py,191,LayerSpec.arg3,10,spec-numeric-posarg3,C,H3DemandSpec morph index=10 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG
F1_00981,brain/functions/f1/mechanisms/mpg/__init__.py,283,ModelMetadata.confidence_range,"[0.8, 0.92]",call-kw,C,"Structural metadata keyword argument ModelMetadata.confidence_range=[0.8, 0.92]; class-level disclosed confidence-range or address-space tuple, not an empirical computational value.",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG::def metadat
F1_00982,brain/functions/f1/mechanisms/mpg/__init__.py,319,output.clamp.arg0,0.0,call-posarg0,D,"Clamp boundary 0.0 on [0,1] output range — identity-form structural boundary (§6 edge case 6).",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG::def compute
F1_00983,brain/functions/f1/mechanisms/mpg/__init__.py,319,output.clamp.arg1,1.0,call-posarg1,D,"Clamp boundary 1.0 on [0,1] output range — identity-form structural boundary (§6 edge case 6).",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG::def compute
F1_00984,brain/functions/f1/mechanisms/mpg/__init__.py,218,RegionLink.arg2,0.8,link-weight-posarg2,E,"RegionLink/NeuroLink edge weight=0.8 — author-normalized Likert-style mixer (E4); per context_brief §7 risk-item 3, no paper publishes per-edge weights even when the edge is literature-cited; ENGINEERING-CHOICE.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=mpg scope=module::class MPG::def region_
F1_00985,brain/functions/f1/mechanisms/mpg/__init__.py,220,RegionLink.arg2,0.7,link-weight-posarg2,E,"RegionLink/NeuroLink edge weight=0.7 — author-normalized Likert-style mixer (E4); per context_brief §7 risk-item 3, no paper publishes per-edge weights even when the edge is literature-cited; ENGINEERING-CHOICE.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=mpg scope=module::class MPG::def region_
F1_00986,brain/functions/f1/mechanisms/mpg/__init__.py,223,RegionLink.arg2,0.75,link-weight-posarg2,E,"RegionLink/NeuroLink edge weight=0.75 — author-normalized Likert-style mixer (E4); per context_brief §7 risk-item 3, no paper publishes per-edge weights even when the edge is literature-cited; ENGINEERING-CHOICE.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=mpg scope=module::class MPG::def region_
F1_00987,brain/functions/f1/mechanisms/mpg/__init__.py,225,RegionLink.arg2,0.7,link-weight-posarg2,E,"RegionLink/NeuroLink edge weight=0.7 — author-normalized Likert-style mixer (E4); per context_brief §7 risk-item 3, no paper publishes per-edge weights even when the edge is literature-cited; ENGINEERING-CHOICE.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=mpg scope=module::class MPG::def region_
F1_00988,brain/functions/f1/mechanisms/mpg/__init__.py,227,RegionLink.arg2,0.55,link-weight-posarg2,E,"RegionLink/NeuroLink edge weight=0.55 — author-normalized Likert-style mixer (E4); per context_brief §7 risk-item 3, no paper publishes per-edge weights even when the edge is literature-cited; ENGINEERING-CHOICE.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=mpg scope=module::class MPG::def region_
F1_00989,brain/functions/f1/mechanisms/mpg/__init__.py,230,RegionLink.arg2,0.6,link-weight-posarg2,E,"RegionLink/NeuroLink edge weight=0.6 — author-normalized Likert-style mixer (E4); per context_brief §7 risk-item 3, no paper publishes per-edge weights even when the edge is literature-cited; ENGINEERING-CHOICE.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=mpg scope=module::class MPG::def region_
F1_00990,brain/functions/f1/mechanisms/mpg/__init__.py,232,RegionLink.arg2,0.4,link-weight-posarg2,E,"RegionLink/NeuroLink edge weight=0.4 — author-normalized Likert-style mixer (E4); per context_brief §7 risk-item 3, no paper publishes per-edge weights even when the edge is literature-cited; ENGINEERING-CHOICE.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=mpg scope=module::class MPG::def region_
F1_00991,brain/functions/f1/mechanisms/mpg/__init__.py,235,RegionLink.arg2,0.35,link-weight-posarg2,E,"RegionLink/NeuroLink edge weight=0.35 — author-normalized Likert-style mixer (E4); per context_brief §7 risk-item 3, no paper publishes per-edge weights even when the edge is literature-cited; ENGINEERING-CHOICE.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=mpg scope=module::class MPG::def region_
F1_00992,brain/functions/f1/mechanisms/mpg/__init__.py,243,NeuroLink.arg1,1,link-weight-posarg1,E,"RegionLink/NeuroLink edge weight=1 — author-normalized Likert-style mixer (E4); per context_brief §7 risk-item 3, no paper publishes per-edge weights even when the edge is literature-cited; ENGINEERING-CHOICE.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=mpg scope=module::class MPG::def neuro_l
F1_00993,brain/functions/f1/mechanisms/mpg/__init__.py,243,NeuroLink.arg3,0.15,link-weight-posarg3,E,"RegionLink/NeuroLink edge weight=0.15 — author-normalized Likert-style mixer (E4); per context_brief §7 risk-item 3, no paper publishes per-edge weights even when the edge is literature-cited; ENGINEERING-CHOICE.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=mpg scope=module::class MPG::def neuro_l
F1_00994,brain/functions/f1/mechanisms/mpg/__init__.py,251,Citation.arg1,2022,citation-call-posarg1,C,"Citation metadata year=2022 — bibliographic year tag for a literature anchor; reference metadata, not an empirical engine value (§6 edge case 5).",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG::def metadat
F1_00995,brain/functions/f1/mechanisms/mpg/__init__.py,255,Citation.arg1,2002,citation-call-posarg1,C,"Citation metadata year=2002 — bibliographic year tag for a literature anchor; reference metadata, not an empirical engine value (§6 edge case 5).",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG::def metadat
F1_00996,brain/functions/f1/mechanisms/mpg/__init__.py,259,Citation.arg1,2013,citation-call-posarg1,C,"Citation metadata year=2013 — bibliographic year tag for a literature anchor; reference metadata, not an empirical engine value (§6 edge case 5).",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG::def metadat
F1_00997,brain/functions/f1/mechanisms/mpg/__init__.py,262,Citation.arg1,2013,citation-call-posarg1,C,"Citation metadata year=2013 — bibliographic year tag for a literature anchor; reference metadata, not an empirical engine value (§6 edge case 5).",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG::def metadat
F1_00998,brain/functions/f1/mechanisms/mpg/__init__.py,266,Citation.arg1,2016,citation-call-posarg1,C,"Citation metadata year=2016 — bibliographic year tag for a literature anchor; reference metadata, not an empirical engine value (§6 edge case 5).",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG::def metadat
F1_00999,brain/functions/f1/mechanisms/mpg/__init__.py,270,Citation.arg1,2022,citation-call-posarg1,C,"Citation metadata year=2022 — bibliographic year tag for a literature anchor; reference metadata, not an empirical engine value (§6 edge case 5).",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG::def metadat
F1_01000,brain/functions/f1/mechanisms/mpg/__init__.py,274,Citation.arg1,2022,citation-call-posarg1,C,"Citation metadata year=2022 — bibliographic year tag for a literature anchor; reference metadata, not an empirical engine value (§6 edge case 5).",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG::def metadat
F1_01001,brain/functions/f1/mechanisms/mpg/__init__.py,277,Citation.arg1,2019,citation-call-posarg1,C,"Citation metadata year=2019 — bibliographic year tag for a literature anchor; reference metadata, not an empirical engine value (§6 edge case 5).",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::class MPG::def metadat
F1_01002,brain/functions/f1/mechanisms/mpg/cognitive_present.py,22,_ONSET,11,module-assign,C,"Structural R³/H³ feature index alias '_ONSET'=11 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_01003,brain/functions/f1/mechanisms/mpg/cognitive_present.py,23,_BEAT_STR,42,module-assign,C,"Structural R³/H³ feature index alias '_BEAT_STR'=42 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module
F1_01004,brain/functions/f1/mechanisms/mpg/cognitive_present.py,61,h3.arg1,3,call-posarg1,C,Structural H³/R³ index 3 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::def compute_cognitive_
F1_01005,brain/functions/f1/mechanisms/mpg/cognitive_present.py,61,h3.arg3,2,call-posarg3,C,Structural H³/R³ index 2 passed as positional arg to lookup function; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::def compute_cognitive_
F1_01006,brain/functions/f1/mechanisms/mpg/cognitive_present.py,61,<expr-L>,0.2,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::def compute_cognitive_
F1_01007,brain/functions/f1/mechanisms/mpg/cognitive_present.py,72,<expr-L>,0.1,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::def compute_cognitive_
F1_01008,brain/functions/f1/mechanisms/mpg/cognitive_present.py,60,<expr-L>,0.2,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::def compute_cognitive_
F1_01009,brain/functions/f1/mechanisms/mpg/cognitive_present.py,71,<expr-L>,0.35,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::def compute_cognitive_
F1_01010,brain/functions/f1/mechanisms/mpg/cognitive_present.py,72,<expr-L>,1.0,expr-literal,D,"Identity-form constant used in inversion/clamp operation; encodes mathematical boundary, not author choice.",,code-locality,N/A,N/A,HIGH,False,mech=mpg scope=module::def compute_cognitive_
F1_01011,brain/functions/f1/mechanisms/mpg/cognitive_present.py,58,<expr-L>,0.35,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=mpg scope=module::def compute_cognitive_
F1_01012,brain/functions/f1/mechanisms/mpg/cognitive_present.py,59,<expr-L>,0.25,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=mpg scope=module::def compute_cognitive_
F1_01013,brain/functions/f1/mechanisms/mpg/cognitive_present.py,69,<expr-L>,0.3,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=mpg scope=module::def compute_cognitive_
F1_01014,brain/functions/f1/mechanisms/mpg/cognitive_present.py,70,<expr-L>,0.25,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=mpg scope=module::def compute_cognitive_
