constant_id,file_path,line_number,name,value,kind,category,reason,citation,verification_method,verification_outcome,verification_source,confidence,escalation_flag,notes,source_agent
A3_01618,brain/functions/f4/mechanisms/oii/extraction.py,44,_ENTROPY_VAL_H10,"[22, 10, 0, 2]",module-assign,C,"Module index/feature constant _ENTROPY_VAL_H10=[22, 10, 0, 2] for OII — structural R³/H³/output-dim selector",NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01619,brain/functions/f4/mechanisms/oii/extraction.py,45,_CENTROID_VAL_H10,"[15, 10, 0, 2]",module-assign,C,"Module index/feature constant _CENTROID_VAL_H10=[15, 10, 0, 2] for OII — structural R³/H³/output-dim selector",NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01620,brain/functions/f4/mechanisms/oii/extraction.py,48,_ROUGHNESS,0,module-assign,D,"Identity/sentinel _ROUGHNESS=0 in OII — trivial neutral value, no operational role",NONE,inspection,N/A,Identity per §2 Category D,HIGH,FALSE,IDENTITY-PLACEHOLDER: trivial neutral assign,3
A3_01621,brain/functions/f4/mechanisms/oii/extraction.py,49,_STUMPF_FUSION,3,module-assign,C,Module index/feature constant _STUMPF_FUSION=3 for OII — structural R³/H³/output-dim selector,NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01622,brain/functions/f4/mechanisms/oii/extraction.py,50,_PERIODICITY,5,module-assign,E,Module-level numeric _PERIODICITY=5 in OII — author-chosen operational parameter (mixer/threshold/scale); no 3-line literature locality for this specific value,stumpf,inspection,N/A,"Conservative attribution per §5 Rule 5 — when in doubt, E",MEDIUM,FALSE,ENGINEERING-CHOICE: module-assign default fallback,3
A3_01623,brain/functions/f4/mechanisms/oii/extraction.py,51,_ONSET_STRENGTH,11,module-assign,C,Module index/feature constant _ONSET_STRENGTH=11 for OII — structural R³/H³/output-dim selector,NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01624,brain/functions/f4/mechanisms/oii/extraction.py,52,_SPECTRAL_FLUX,21,module-assign,C,Module index/feature constant _SPECTRAL_FLUX=21 for OII — structural R³/H³/output-dim selector,NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01625,brain/functions/f4/mechanisms/oii/extraction.py,53,_ENTROPY,22,module-assign,C,Module index/feature constant _ENTROPY=22 for OII — structural R³/H³/output-dim selector,NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01626,brain/functions/f4/mechanisms/oii/extraction.py,139,<expr-R>,3.0,expr-literal,E,Compute-layer mixer coefficient 3.0 in OII def compute_extraction — engine-chosen blend weight (E4) per context_brief §3 doctrine; sigmoid/tanh wrappers around literature kernels are NOT literature-derived,Bruzzone et al.,inspection,N/A,"Mixer per §3 doctrine + §7 risk #1, #8",HIGH,FALSE,E4 mixer: compute-layer blend weight,3
A3_01627,brain/functions/f4/mechanisms/oii/extraction.py,140,<expr-L>,0.2,expr-literal,E,Compute-layer mixer coefficient 0.2 in OII def compute_extraction — engine-chosen blend weight (E4) per context_brief §3 doctrine; sigmoid/tanh wrappers around literature kernels are NOT literature-derived,Bruzzone et al.,inspection,N/A,"Mixer per §3 doctrine + §7 risk #1, #8",HIGH,FALSE,E4 mixer: compute-layer blend weight,3
A3_01628,brain/functions/f4/mechanisms/oii/extraction.py,148,<expr-L>,0.25,expr-literal,E,Compute-layer mixer coefficient 0.25 in OII def compute_extraction — engine-chosen blend weight (E4) per context_brief §3 doctrine; sigmoid/tanh wrappers around literature kernels are NOT literature-derived,Sturm et al.,inspection,N/A,"Mixer per §3 doctrine + §7 risk #1, #8",HIGH,FALSE,E4 mixer: compute-layer blend weight,3
A3_01629,brain/functions/f4/mechanisms/oii/extraction.py,149,<expr-L>,0.25,expr-literal,E,Compute-layer mixer coefficient 0.25 in OII def compute_extraction — engine-chosen blend weight (E4) per context_brief §3 doctrine; sigmoid/tanh wrappers around literature kernels are NOT literature-derived,Sturm et al.,inspection,N/A,"Mixer per §3 doctrine + §7 risk #1, #8",HIGH,FALSE,E4 mixer: compute-layer blend weight,3
A3_01630,brain/functions/f4/mechanisms/oii/extraction.py,160,<expr-L>,0.15,expr-literal,E,Compute-layer mixer coefficient 0.15 in OII def compute_extraction — engine-chosen blend weight (E4) per context_brief §3 doctrine; sigmoid/tanh wrappers around literature kernels are NOT literature-derived,ding,inspection,N/A,"Mixer per §3 doctrine + §7 risk #1, #8",HIGH,FALSE,E4 mixer: compute-layer blend weight,3
A3_01631,brain/functions/f4/mechanisms/oii/extraction.py,139,<expr-L>,0.3,expr-literal,E,Compute-layer mixer coefficient 0.3 in OII def compute_extraction — engine-chosen blend weight (E4) per context_brief §3 doctrine; sigmoid/tanh wrappers around literature kernels are NOT literature-derived,Bruzzone et al.,inspection,N/A,"Mixer per §3 doctrine + §7 risk #1, #8",HIGH,FALSE,E4 mixer: compute-layer blend weight,3
A3_01632,brain/functions/f4/mechanisms/oii/extraction.py,158,<expr-L>,0.2,expr-literal,E,Compute-layer mixer coefficient 0.2 in OII def compute_extraction — engine-chosen blend weight (E4) per context_brief §3 doctrine; sigmoid/tanh wrappers around literature kernels are NOT literature-derived,Samiee et al.,inspection,N/A,"Mixer per §3 doctrine + §7 risk #1, #8",HIGH,FALSE,E4 mixer: compute-layer blend weight,3
A3_01633,brain/functions/f4/mechanisms/oii/extraction.py,159,<expr-L>,0.15,expr-literal,E,Compute-layer mixer coefficient 0.15 in OII def compute_extraction — engine-chosen blend weight (E4) per context_brief §3 doctrine; sigmoid/tanh wrappers around literature kernels are NOT literature-derived,Samiee et al.,inspection,N/A,"Mixer per §3 doctrine + §7 risk #1, #8",HIGH,FALSE,E4 mixer: compute-layer blend weight,3
A3_01634,brain/functions/f4/mechanisms/oii/forecast.py,40,_FUSION_MEAN_H18,"[3, 18, 1, 0]",module-assign,C,"Module index/feature constant _FUSION_MEAN_H18=[3, 18, 1, 0] for OII — structural R³/H³/output-dim selector",NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01635,brain/functions/f4/mechanisms/oii/forecast.py,41,_ENTROPY_MEAN_H14,"[22, 14, 1, 0]",module-assign,C,"Module index/feature constant _ENTROPY_MEAN_H14=[22, 14, 1, 0] for OII — structural R³/H³/output-dim selector",NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01636,brain/functions/f4/mechanisms/oii/forecast.py,42,_ONSET_VEL_H14,"[11, 14, 8, 0]",module-assign,C,"Module index/feature constant _ONSET_VEL_H14=[11, 14, 8, 0] for OII — structural R³/H³/output-dim selector",NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01637,brain/functions/f4/mechanisms/oii/forecast.py,43,_FLUX_MEAN_H18,"[21, 18, 1, 0]",module-assign,C,"Module index/feature constant _FLUX_MEAN_H18=[21, 18, 1, 0] for OII — structural R³/H³/output-dim selector",NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01638,brain/functions/f4/mechanisms/oii/forecast.py,44,_CENTROID_STD_H18,"[15, 18, 3, 0]",module-assign,C,"Module index/feature constant _CENTROID_STD_H18=[15, 18, 3, 0] for OII — structural R³/H³/output-dim selector",NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01639,brain/functions/f4/mechanisms/oii/forecast.py,45,_ROUGH_MEAN_H24,"[0, 24, 1, 0]",module-assign,C,"Module index/feature constant _ROUGH_MEAN_H24=[0, 24, 1, 0] for OII — structural R³/H³/output-dim selector",NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01640,brain/functions/f4/mechanisms/oii/forecast.py,46,_AMP_VEL_H16,"[7, 16, 8, 0]",module-assign,C,"Module index/feature constant _AMP_VEL_H16=[7, 16, 8, 0] for OII — structural R³/H³/output-dim selector",NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01641,brain/functions/f4/mechanisms/oii/forecast.py,47,_AMP_MAX_H20,"[7, 20, 4, 0]",module-assign,C,"Module index/feature constant _AMP_MAX_H20=[7, 20, 4, 0] for OII — structural R³/H³/output-dim selector",NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01642,brain/functions/f4/mechanisms/oii/forecast.py,50,_ROUGHNESS,0,module-assign,D,"Identity/sentinel _ROUGHNESS=0 in OII — trivial neutral value, no operational role",NONE,inspection,N/A,Identity per §2 Category D,HIGH,FALSE,IDENTITY-PLACEHOLDER: trivial neutral assign,3
A3_01643,brain/functions/f4/mechanisms/oii/forecast.py,51,_STUMPF_FUSION,3,module-assign,C,Module index/feature constant _STUMPF_FUSION=3 for OII — structural R³/H³/output-dim selector,NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01644,brain/functions/f4/mechanisms/oii/forecast.py,52,_AMPLITUDE,7,module-assign,C,Module index/feature constant _AMPLITUDE=7 for OII — structural R³/H³/output-dim selector,NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01645,brain/functions/f4/mechanisms/oii/forecast.py,53,_SPECTRAL_CENTROID,15,module-assign,C,Module index/feature constant _SPECTRAL_CENTROID=15 for OII — structural R³/H³/output-dim selector,NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01646,brain/functions/f4/mechanisms/oii/forecast.py,54,_ENTROPY,22,module-assign,C,Module index/feature constant _ENTROPY=22 for OII — structural R³/H³/output-dim selector,NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01647,brain/functions/f4/mechanisms/oii/forecast.py,132,<expr-R>,2.0,expr-literal,E,Compute-layer mixer coefficient 2.0 in OII def compute_forecast — engine-chosen blend weight (E4) per context_brief §3 doctrine; sigmoid/tanh wrappers around literature kernels are NOT literature-derived,Bruzzone et al.,inspection,N/A,"Mixer per §3 doctrine + §7 risk #1, #8",HIGH,FALSE,E4 mixer: compute-layer blend weight,3
A3_01648,brain/functions/f4/mechanisms/oii/forecast.py,133,<expr-L>,0.2,expr-literal,E,Compute-layer mixer coefficient 0.2 in OII def compute_forecast — engine-chosen blend weight (E4) per context_brief §3 doctrine; sigmoid/tanh wrappers around literature kernels are NOT literature-derived,Bruzzone et al.,inspection,N/A,"Mixer per §3 doctrine + §7 risk #1, #8",HIGH,FALSE,E4 mixer: compute-layer blend weight,3
A3_01649,brain/functions/f4/mechanisms/oii/forecast.py,141,<expr-L>,0.2,expr-literal,E,Compute-layer mixer coefficient 0.2 in OII def compute_forecast — engine-chosen blend weight (E4) per context_brief §3 doctrine; sigmoid/tanh wrappers around literature kernels are NOT literature-derived,Samiee et al.,inspection,N/A,"Mixer per §3 doctrine + §7 risk #1, #8",HIGH,FALSE,E4 mixer: compute-layer blend weight,3
A3_01650,brain/functions/f4/mechanisms/oii/forecast.py,142,<expr-L>,0.2,expr-literal,E,Compute-layer mixer coefficient 0.2 in OII def compute_forecast — engine-chosen blend weight (E4) per context_brief §3 doctrine; sigmoid/tanh wrappers around literature kernels are NOT literature-derived,Samiee et al.,inspection,N/A,"Mixer per §3 doctrine + §7 risk #1, #8",HIGH,FALSE,E4 mixer: compute-layer blend weight,3
A3_01651,brain/functions/f4/mechanisms/oii/forecast.py,132,<expr-L>,0.25,expr-literal,E,Compute-layer mixer coefficient 0.25 in OII def compute_forecast — engine-chosen blend weight (E4) per context_brief §3 doctrine; sigmoid/tanh wrappers around literature kernels are NOT literature-derived,Bruzzone et al.,inspection,N/A,"Mixer per §3 doctrine + §7 risk #1, #8",HIGH,FALSE,E4 mixer: compute-layer blend weight,3
A3_01652,brain/functions/f4/mechanisms/oii/temporal_integration.py,32,_ONSET_VEL_H14,"[11, 14, 8, 0]",module-assign,C,"Module index/feature constant _ONSET_VEL_H14=[11, 14, 8, 0] for OII — structural R³/H³/output-dim selector",NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01653,brain/functions/f4/mechanisms/oii/temporal_integration.py,33,_ENTROPY_STAB_H18,"[22, 18, 19, 0]",module-assign,C,"Module index/feature constant _ENTROPY_STAB_H18=[22, 18, 19, 0] for OII — structural R³/H³/output-dim selector",NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01654,brain/functions/f4/mechanisms/oii/temporal_integration.py,34,_PERIOD_PERIOD_H14,"[5, 14, 14, 0]",module-assign,C,"Module index/feature constant _PERIOD_PERIOD_H14=[5, 14, 14, 0] for OII — structural R³/H³/output-dim selector (R³ post-freeze 97D ontology or layer output position)",NONE,inspection,N/A,Index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: module-level index assignment (refined),3
A3_01655,brain/functions/f4/mechanisms/oii/temporal_integration.py,35,_FUSION_MEAN_H14,"[3, 14, 1, 0]",module-assign,C,"Module index/feature constant _FUSION_MEAN_H14=[3, 14, 1, 0] for OII — structural R³/H³/output-dim selector",NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01656,brain/functions/f4/mechanisms/oii/temporal_integration.py,83,(e0 * (1.0 - e1) + e1 * (1.0 - e0)).clamp.arg0,0.0,call-posarg0,D,"Unit-interval clamp bound 0.0 in OII — enforces [0,1] output (identity per §2 Category D)",NONE,inspection,N/A,Structural index per context,HIGH,FALSE,IDENTITY-PLACEHOLDER: unit-interval clamp bound,3
A3_01657,brain/functions/f4/mechanisms/oii/temporal_integration.py,83,(e0 * (1.0 - e1) + e1 * (1.0 - e0)).clamp.arg1,1.0,call-posarg1,D,"Unit-interval clamp bound 1.0 in OII — enforces [0,1] output (identity per §2 Category D)",NONE,inspection,N/A,Structural assumption per kind+context,HIGH,FALSE,IDENTITY-PLACEHOLDER: unit-interval clamp bound,3
A3_01658,brain/functions/f4/mechanisms/oii/temporal_integration.py,90,<expr-L>,0.25,expr-literal,E,Compute-layer mixer coefficient 0.25 in OII def compute_temporal_integration — engine-chosen blend weight (E4) per context_brief §3 doctrine; sigmoid/tanh wrappers around literature kernels are NOT literature-derived,Cabral et al.,inspection,N/A,"Mixer per §3 doctrine + §7 risk #1, #8",HIGH,FALSE,E4 mixer: compute-layer blend weight,3
A3_01659,brain/functions/f4/mechanisms/oii/temporal_integration.py,91,<expr-L>,0.25,expr-literal,E,Compute-layer mixer coefficient 0.25 in OII def compute_temporal_integration — engine-chosen blend weight (E4) per context_brief §3 doctrine; sigmoid/tanh wrappers around literature kernels are NOT literature-derived,Cabral et al.,inspection,N/A,"Mixer per §3 doctrine + §7 risk #1, #8",HIGH,FALSE,E4 mixer: compute-layer blend weight,3
A3_01660,brain/functions/f4/mechanisms/oii/temporal_integration.py,83,<expr-L>,1.0,expr-literal,D,Identity expression literal 1.0 in OII compute path — trivial bound/init/unit,NONE,inspection,N/A,Identity per §2 Category D,HIGH,FALSE,IDENTITY-PLACEHOLDER: expr literal 1.0,3
A3_01661,brain/functions/f4/mechanisms/pmim/__init__.py,88,_ROUGHNESS,0,module-assign,D,"Identity/sentinel _ROUGHNESS=0 in PMIM — trivial neutral value, no operational role",NONE,inspection,N/A,Identity per §2 Category D,HIGH,FALSE,IDENTITY-PLACEHOLDER: trivial neutral assign,3
A3_01662,brain/functions/f4/mechanisms/pmim/__init__.py,89,_STUMPF_FUSION,3,module-assign,C,Module index/feature constant _STUMPF_FUSION=3 for PMIM — structural R³/H³/output-dim selector,NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01663,brain/functions/f4/mechanisms/pmim/__init__.py,90,_SENSORY_PLEASANTNESS,4,module-assign,C,Module index/feature constant _SENSORY_PLEASANTNESS=4 for PMIM — structural R³/H³/output-dim selector,NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01664,brain/functions/f4/mechanisms/pmim/__init__.py,91,_INHARMONICITY,5,module-assign,C,Module index/feature constant _INHARMONICITY=5 for PMIM — structural R³/H³/output-dim selector,NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01665,brain/functions/f4/mechanisms/pmim/__init__.py,92,_LOUDNESS,10,module-assign,C,Module index/feature constant _LOUDNESS=10 for PMIM — structural R³/H³/output-dim selector,NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01666,brain/functions/f4/mechanisms/pmim/__init__.py,93,_ONSET_STRENGTH,11,module-assign,C,Module index/feature constant _ONSET_STRENGTH=11 for PMIM — structural R³/H³/output-dim selector,NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01667,brain/functions/f4/mechanisms/pmim/__init__.py,94,_TONALNESS,14,module-assign,C,Module index/feature constant _TONALNESS=14 for PMIM — structural R³/H³/output-dim selector,NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01668,brain/functions/f4/mechanisms/pmim/__init__.py,95,_SPECTRAL_FLUX,21,module-assign,C,Module index/feature constant _SPECTRAL_FLUX=21 for PMIM — structural R³/H³/output-dim selector,NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01669,brain/functions/f4/mechanisms/pmim/__init__.py,96,_ENTROPY,22,module-assign,C,Module index/feature constant _ENTROPY=22 for PMIM — structural R³/H³/output-dim selector,NONE,inspection,N/A,Index per §2 Category C,HIGH,FALSE,STRUCTURAL: module-level index assignment,3
A3_01670,brain/functions/f4/mechanisms/pmim/__init__.py,205,OUTPUT_DIM,11,class-attr,C,"PMIM.OUTPUT_DIM=11 — mechanism output tensor dimensionality, structural topology",NONE,inspection,N/A,Dimensionality per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: mechanism output dim,3
A3_01671,brain/functions/f4/mechanisms/pmim/__init__.py,105,_h3.arg2,10,spec-numeric-posarg2,C,"H3DemandSpec horizon=10 — T³ horizon index 0-31 (Micro/Meso/Macro/Ultra band), structural topology of temporal demand wiring for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec horizon index (T³ ladder position),3
A3_01672,brain/functions/f4/mechanisms/pmim/__init__.py,105,_h3.arg3,0,spec-numeric-posarg3,C,"H3DemandSpec morph=0 — T³ morph index 0-23 (24-morph dictionary M0…M23), structural topology of temporal operator selection for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec morph index (T³ operator),3
A3_01673,brain/functions/f4/mechanisms/pmim/__init__.py,105,_h3.arg4,2,spec-numeric-posarg4,C,"H3DemandSpec law=2 — T³ law index 0-2 (L0 memory / L1 forward / L2 integration), structural topology of causal-law selection for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec law index (T³ causal law),3
A3_01674,brain/functions/f4/mechanisms/pmim/__init__.py,108,_h3.arg2,14,spec-numeric-posarg2,C,"H3DemandSpec horizon=14 — T³ horizon index 0-31 (Micro/Meso/Macro/Ultra band), structural topology of temporal demand wiring for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec horizon index (T³ ladder position),3
A3_01675,brain/functions/f4/mechanisms/pmim/__init__.py,108,_h3.arg3,1,spec-numeric-posarg3,C,"H3DemandSpec morph=1 — T³ morph index 0-23 (24-morph dictionary M0…M23), structural topology of temporal operator selection for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec morph index (T³ operator),3
A3_01676,brain/functions/f4/mechanisms/pmim/__init__.py,108,_h3.arg4,0,spec-numeric-posarg4,C,"H3DemandSpec law=0 — T³ law index 0-2 (L0 memory / L1 forward / L2 integration), structural topology of causal-law selection for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec law index (T³ causal law),3
A3_01677,brain/functions/f4/mechanisms/pmim/__init__.py,111,_h3.arg2,10,spec-numeric-posarg2,C,"H3DemandSpec horizon=10 — T³ horizon index 0-31 (Micro/Meso/Macro/Ultra band), structural topology of temporal demand wiring for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec horizon index (T³ ladder position),3
A3_01678,brain/functions/f4/mechanisms/pmim/__init__.py,111,_h3.arg3,0,spec-numeric-posarg3,C,"H3DemandSpec morph=0 — T³ morph index 0-23 (24-morph dictionary M0…M23), structural topology of temporal operator selection for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec morph index (T³ operator),3
A3_01679,brain/functions/f4/mechanisms/pmim/__init__.py,111,_h3.arg4,2,spec-numeric-posarg4,C,"H3DemandSpec law=2 — T³ law index 0-2 (L0 memory / L1 forward / L2 integration), structural topology of causal-law selection for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec law index (T³ causal law),3
A3_01680,brain/functions/f4/mechanisms/pmim/__init__.py,114,_h3.arg2,14,spec-numeric-posarg2,C,"H3DemandSpec horizon=14 — T³ horizon index 0-31 (Micro/Meso/Macro/Ultra band), structural topology of temporal demand wiring for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec horizon index (T³ ladder position),3
A3_01681,brain/functions/f4/mechanisms/pmim/__init__.py,114,_h3.arg3,8,spec-numeric-posarg3,C,"H3DemandSpec morph=8 — T³ morph index 0-23 (24-morph dictionary M0…M23), structural topology of temporal operator selection for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec morph index (T³ operator),3
A3_01682,brain/functions/f4/mechanisms/pmim/__init__.py,114,_h3.arg4,0,spec-numeric-posarg4,C,"H3DemandSpec law=0 — T³ law index 0-2 (L0 memory / L1 forward / L2 integration), structural topology of causal-law selection for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec law index (T³ causal law),3
A3_01683,brain/functions/f4/mechanisms/pmim/__init__.py,117,_h3.arg2,10,spec-numeric-posarg2,C,"H3DemandSpec horizon=10 — T³ horizon index 0-31 (Micro/Meso/Macro/Ultra band), structural topology of temporal demand wiring for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec horizon index (T³ ladder position),3
A3_01684,brain/functions/f4/mechanisms/pmim/__init__.py,117,_h3.arg3,0,spec-numeric-posarg3,C,"H3DemandSpec morph=0 — T³ morph index 0-23 (24-morph dictionary M0…M23), structural topology of temporal operator selection for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec morph index (T³ operator),3
A3_01685,brain/functions/f4/mechanisms/pmim/__init__.py,117,_h3.arg4,2,spec-numeric-posarg4,C,"H3DemandSpec law=2 — T³ law index 0-2 (L0 memory / L1 forward / L2 integration), structural topology of causal-law selection for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec law index (T³ causal law),3
A3_01686,brain/functions/f4/mechanisms/pmim/__init__.py,120,_h3.arg2,10,spec-numeric-posarg2,C,"H3DemandSpec horizon=10 — T³ horizon index 0-31 (Micro/Meso/Macro/Ultra band), structural topology of temporal demand wiring for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec horizon index (T³ ladder position),3
A3_01687,brain/functions/f4/mechanisms/pmim/__init__.py,120,_h3.arg3,0,spec-numeric-posarg3,C,"H3DemandSpec morph=0 — T³ morph index 0-23 (24-morph dictionary M0…M23), structural topology of temporal operator selection for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec morph index (T³ operator),3
A3_01688,brain/functions/f4/mechanisms/pmim/__init__.py,120,_h3.arg4,2,spec-numeric-posarg4,C,"H3DemandSpec law=2 — T³ law index 0-2 (L0 memory / L1 forward / L2 integration), structural topology of causal-law selection for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec law index (T³ causal law),3
A3_01689,brain/functions/f4/mechanisms/pmim/__init__.py,123,_h3.arg2,14,spec-numeric-posarg2,C,"H3DemandSpec horizon=14 — T³ horizon index 0-31 (Micro/Meso/Macro/Ultra band), structural topology of temporal demand wiring for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec horizon index (T³ ladder position),3
A3_01690,brain/functions/f4/mechanisms/pmim/__init__.py,123,_h3.arg3,8,spec-numeric-posarg3,C,"H3DemandSpec morph=8 — T³ morph index 0-23 (24-morph dictionary M0…M23), structural topology of temporal operator selection for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec morph index (T³ operator),3
A3_01691,brain/functions/f4/mechanisms/pmim/__init__.py,123,_h3.arg4,0,spec-numeric-posarg4,C,"H3DemandSpec law=0 — T³ law index 0-2 (L0 memory / L1 forward / L2 integration), structural topology of causal-law selection for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec law index (T³ causal law),3
A3_01692,brain/functions/f4/mechanisms/pmim/__init__.py,126,_h3.arg2,10,spec-numeric-posarg2,C,"H3DemandSpec horizon=10 — T³ horizon index 0-31 (Micro/Meso/Macro/Ultra band), structural topology of temporal demand wiring for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec horizon index (T³ ladder position),3
A3_01693,brain/functions/f4/mechanisms/pmim/__init__.py,126,_h3.arg3,0,spec-numeric-posarg3,C,"H3DemandSpec morph=0 — T³ morph index 0-23 (24-morph dictionary M0…M23), structural topology of temporal operator selection for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec morph index (T³ operator),3
A3_01694,brain/functions/f4/mechanisms/pmim/__init__.py,126,_h3.arg4,2,spec-numeric-posarg4,C,"H3DemandSpec law=2 — T³ law index 0-2 (L0 memory / L1 forward / L2 integration), structural topology of causal-law selection for PMIM",NONE,inspection,N/A,Topology/index per §2 Category C STRUCTURAL,HIGH,FALSE,STRUCTURAL: H3DemandSpec law index (T³ causal law),3
